Algorithm,Allocation,Processes,MessageSize,Latency
Basic_Linear,core,27,1024,9.29
Basic_Linear,core,27,2048,14.72
Basic_Linear,core,27,4096,25.56
Basic_Linear,core,27,8192,46.20
Basic_Linear,core,27,16384,47.50
Basic_Linear,core,27,32768,42.85
Basic_Linear,core,27,65536,59.51
Basic_Linear,core,27,131072,120.86
Basic_Linear,core,27,262144,135.51
Basic_Linear,core,27,524288,214.12
Basic_Linear,core,27,1048576,318.63
Basic_Linear,core,28,1,1.65
Basic_Linear,core,28,2,1.64
Basic_Linear,core,28,4,1.73
Basic_Linear,core,28,8,1.97
Basic_Linear,core,28,16,2.72
Basic_Linear,core,28,32,2.73
Basic_Linear,core,28,64,2.87
Basic_Linear,core,28,128,3.47
Basic_Linear,core,28,256,4.34
Basic_Linear,core,28,512,6.18
Basic_Linear,core,28,1024,9.80
Basic_Linear,core,28,2048,15.79
Basic_Linear,core,28,4096,27.41
Basic_Linear,core,28,8192,49.72
Basic_Linear,core,28,16384,49.89
Basic_Linear,core,28,32768,41.11
Basic_Linear,core,28,65536,95.43
Basic_Linear,core,28,131072,114.61
Basic_Linear,core,28,262144,197.04
Basic_Linear,core,28,524288,208.59
Basic_Linear,core,28,1048576,336.54
Basic_Linear,core,29,1,1.59
Basic_Linear,core,29,2,1.59
Basic_Linear,core,29,4,1.71
Basic_Linear,core,29,8,1.89
Basic_Linear,core,29,16,2.45
Basic_Linear,core,29,32,2.56
Basic_Linear,core,29,64,2.81
Basic_Linear,core,29,128,3.47
Basic_Linear,core,29,256,4.30
Basic_Linear,core,29,512,6.23
Basic_Linear,core,29,1024,9.98
Basic_Linear,core,29,2048,16.86
Basic_Linear,core,29,4096,28.91
Basic_Linear,core,29,8192,51.70
Basic_Linear,core,29,16384,51.60
Basic_Linear,core,29,32768,31.22
Basic_Linear,core,29,65536,58.91
Basic_Linear,core,29,131072,136.56
Basic_Linear,core,29,262144,197.48
Basic_Linear,core,29,524288,225.94
Basic_Linear,core,29,1048576,350.57
Basic_Linear,core,30,1,1.51
Basic_Linear,core,30,2,1.52
Basic_Linear,core,30,4,1.65
Basic_Linear,core,30,8,2.10
Basic_Linear,core,30,16,2.10
Basic_Linear,core,30,32,2.48
Basic_Linear,core,30,64,2.90
Basic_Linear,core,30,128,3.63
Basic_Linear,core,30,256,4.55
Basic_Linear,core,30,512,6.55
Basic_Linear,core,30,1024,9.87
Basic_Linear,core,30,2048,16.88
Basic_Linear,core,30,4096,29.81
Basic_Linear,core,30,8192,53.98
Basic_Linear,core,30,16384,53.47
Basic_Linear,core,30,32768,40.72
Basic_Linear,core,30,65536,75.16
Basic_Linear,core,30,131072,146.56
Basic_Linear,core,30,262144,136.88
Basic_Linear,core,30,524288,224.07
Basic_Linear,core,30,1048576,374.27
Basic_Linear,core,31,1,1.56
Basic_Linear,core,31,2,1.68
Basic_Linear,core,31,4,1.66
Basic_Linear,core,31,8,2.38
Basic_Linear,core,31,16,2.49
Basic_Linear,core,31,32,2.50
Basic_Linear,core,31,64,3.02
Basic_Linear,core,31,128,3.68
Basic_Linear,core,31,256,4.71
Basic_Linear,core,31,512,6.91
Basic_Linear,core,31,1024,10.59
Basic_Linear,core,31,2048,17.53
Basic_Linear,core,31,4096,31.43
Basic_Linear,core,31,8192,57.65
Basic_Linear,core,31,16384,55.34
Basic_Linear,core,31,32768,43.85
Basic_Linear,core,31,65536,59.92
Basic_Linear,core,31,131072,115.47
Basic_Linear,core,31,262144,136.72
