Algorithm,Allocation,Processes,MessageSize,Latency
Default,core,33,2048,15.83
Default,core,33,4096,21.28
Default,core,33,8192,61.00
Default,core,33,16384,22.03
Default,core,33,32768,45.18
Default,core,33,65536,94.86
Default,core,33,131072,118.87
Default,core,33,262144,210.97
Default,core,33,524288,274.03
Default,core,33,1048576,490.36
Default,core,34,1,4.07
Default,core,34,2,4.26
Default,core,34,4,5.10
Default,core,34,8,5.05
Default,core,34,16,4.99
Default,core,34,32,5.43
Default,core,34,64,6.06
Default,core,34,128,6.87
Default,core,34,256,8.21
Default,core,34,512,10.50
Default,core,34,1024,13.19
Default,core,34,2048,16.29
Default,core,34,4096,21.75
Default,core,34,8192,61.93
Default,core,34,16384,22.60
Default,core,34,32768,43.68
Default,core,34,65536,64.00
Default,core,34,131072,121.51
Default,core,34,262144,163.00
Default,core,34,524288,266.66
Default,core,34,1048576,509.67
Default,core,35,1,3.89
Default,core,35,2,4.03
Default,core,35,4,4.78
Default,core,35,8,4.67
Default,core,35,16,4.87
Default,core,35,32,5.27
Default,core,35,64,5.89
Default,core,35,128,6.73
Default,core,35,256,8.05
Default,core,35,512,10.58
Default,core,35,1024,13.33
Default,core,35,2048,16.32
Default,core,35,4096,22.16
Default,core,35,8192,59.74
Default,core,35,16384,22.29
Default,core,35,32768,43.34
Default,core,35,65536,91.27
Default,core,35,131072,118.09
Default,core,35,262144,186.69
Default,core,35,524288,320.32
Default,core,35,1048576,563.15
Default,core,36,1,3.75
Default,core,36,2,3.94
Default,core,36,4,3.92
Default,core,36,8,5.46
Default,core,36,16,4.66
Default,core,36,32,5.13
Default,core,36,64,5.84
Default,core,36,128,6.58
Default,core,36,256,8.00
Default,core,36,512,10.64
Default,core,36,1024,13.51
Default,core,36,2048,16.56
Default,core,36,4096,22.62
Default,core,36,8192,59.44
Default,core,36,16384,22.97
Default,core,36,32768,44.56
Default,core,36,65536,94.51
Default,core,36,131072,131.16
Default,core,36,262144,240.43
Default,core,36,524288,335.88
Default,core,36,1048576,612.77
Default,core,37,1,3.59
Default,core,37,2,3.76
Default,core,37,4,4.11
Default,core,37,8,4.68
Default,core,37,16,4.48
Default,core,37,32,5.07
Default,core,37,64,5.76
Default,core,37,128,6.56
Default,core,37,256,7.84
Default,core,37,512,10.16
Default,core,37,1024,13.14
Default,core,37,2048,16.46
Default,core,37,4096,22.81
Default,core,37,8192,59.22
Default,core,37,16384,22.92
Default,core,37,32768,43.62
Default,core,37,65536,66.97
Default,core,37,131072,134.31
Default,core,37,262144,193.28
Default,core,37,524288,329.60
Default,core,37,1048576,642.62
Default,core,38,1,3.51
Default,core,38,2,3.63
Default,core,38,4,3.73
Default,core,38,8,5.53
Default,core,38,16,4.41
Default,core,38,32,4.91
Default,core,38,64,5.62
Default,core,38,128,6.36
Default,core,38,256,7.79
Default,core,38,512,10.33
Default,core,38,1024,13.35
Default,core,38,2048,16.71
Default,core,38,4096,23.38
Default,core,38,8192,59.21
Default,core,38,16384,23.64
Default,core,38,32768,41.79
Default,core,38,65536,91.74
Default,core,38,131072,136.59
Default,core,38,262144,219.66
Default,core,38,524288,354.87
Default,core,38,1048576,701.74
Default,core,39,1,3.42
Default,core,39,2,3.54
Default,core,39,4,3.57
Default,core,39,8,4.98
Default,core,39,16,4.32
Default,core,39,32,4.85
Default,core,39,64,5.58
Default,core,39,128,6.29
Default,core,39,256,7.72
Default,core,39,512,10.40
Default,core,39,1024,13.43
Default,core,39,2048,17.45
Default,core,39,4096,24.29
Default,core,39,8192,60.07
Default,core,39,16384,23.80
Default,core,39,32768,40.64
Default,core,39,65536,91.03
Default,core,39,131072,130.53
Default,core,39,262144,222.62
Default,core,39,524288,410.62
Default,core,39,1048576,758.99
Default,core,40,1,3.27
Default,core,40,2,3.40
Default,core,40,4,3.43
Default,core,40,8,4.84
Default,core,40,16,4.08
Default,core,40,32,4.77
Default,core,40,64,5.43
Default,core,40,128,6.21
Default,core,40,256,7.57
Default,core,40,512,10.82
Default,core,40,1024,13.19
Default,core,40,2048,17.45
Default,core,40,4096,24.35
Default,core,40,8192,60.68
Default,core,40,16384,24.28
Default,core,40,32768,42.32
Default,core,40,65536,94.19
Default,core,40,131072,142.65
Default,core,40,262144,277.99
Default,core,40,524288,419.69
Default,core,40,1048576,811.94
Default,core,41,1,3.22
Default,core,41,2,3.36
Default,core,41,4,3.93
Default,core,41,8,3.95
Default,core,41,16,4.05
Default,core,41,32,4.54
Default,core,41,64,5.28
Default,core,41,128,6.12
Default,core,41,256,7.42
Default,core,41,512,10.93
Default,core,41,1024,14.12
Default,core,41,2048,17.70
Default,core,41,4096,24.72
Default,core,41,8192,58.83
Default,core,41,16384,24.06
Default,core,41,32768,42.87
Default,core,41,65536,82.21
Default,core,41,131072,173.46
Default,core,41,262144,244.93
Default,core,41,524288,445.88
Default,core,41,1048576,863.59
Default,core,42,1,2.96
Default,core,42,2,3.14
Default,core,42,4,3.58
Default,core,42,8,3.82
Default,core,42,16,3.85
Default,core,42,32,4.55
Default,core,42,64,5.18
Default,core,42,128,5.96
Default,core,42,256,7.34
Default,core,42,512,10.84
Default,core,42,1024,14.21
Default,core,42,2048,17.94
Default,core,42,4096,25.14
Default,core,42,8192,59.86
Default,core,42,16384,24.30
Default,core,42,32768,42.92
Default,core,42,65536,67.33
Default,core,42,131072,159.97
Default,core,42,262144,255.71
Default,core,42,524288,474.86
Default,core,42,1048576,911.48
Default,core,43,1,3.03
Default,core,43,2,3.16
Default,core,43,4,3.19
Default,core,43,8,4.04
Default,core,43,16,3.94
Default,core,43,32,4.56
Default,core,43,64,5.20
Default,core,43,128,5.97
Default,core,43,256,7.31
Default,core,43,512,11.16
Default,core,43,1024,14.44
Default,core,43,2048,18.31
Default,core,43,4096,25.57
Default,core,43,8192,59.88
Default,core,43,16384,24.84
Default,core,43,32768,44.37
Default,core,43,65536,88.33
Default,core,43,131072,156.20
Default,core,43,262144,267.95
Default,core,43,524288,494.83
Default,core,43,1048576,965.32
Default,core,44,1,2.93
Default,core,44,2,3.07
Default,core,44,4,3.11
Default,core,44,8,4.63
Default,core,44,16,3.78
Default,core,44,32,4.43
Default,core,44,64,5.09
Default,core,44,128,5.95
Default,core,44,256,7.35
Default,core,44,512,11.27
Default,core,44,1024,14.68
Default,core,44,2048,19.20
Default,core,44,4096,26.14
Default,core,44,8192,60.46
Default,core,44,16384,25.31
Default,core,44,32768,46.50
Default,core,44,65536,76.86
Default,core,44,131072,174.64
Default,core,44,262144,277.90
Default,core,44,524288,509.46
Default,core,44,1048576,1024.27
Default,core,45,1,2.85
Default,core,45,2,3.01
Default,core,45,4,3.40
Default,core,45,8,3.69
Default,core,45,16,3.60
Default,core,45,32,4.31
Default,core,45,64,4.93
Default,core,45,128,5.86
Default,core,45,256,7.26
Default,core,45,512,11.32
Default,core,45,1024,14.88
Default,core,45,2048,19.42
Default,core,45,4096,26.89
Default,core,45,8192,61.45
Default,core,45,16384,25.27
Default,core,45,32768,45.85
Default,core,45,65536,100.08
Default,core,45,131072,179.87
Default,core,45,262144,303.35
Default,core,45,524288,565.49
Default,core,45,1048576,1090.46
Default,core,46,1,2.83
Default,core,46,2,2.97
Default,core,46,4,3.44
Default,core,46,8,3.63
Default,core,46,16,3.73
Default,core,46,32,4.28
Default,core,46,64,5.03
Default,core,46,128,5.88
Default,core,46,256,7.19
Default,core,46,512,11.83
Default,core,46,1024,15.37
Default,core,46,2048,20.14
Default,core,46,4096,28.20
Default,core,46,8192,63.42
Default,core,46,16384,25.69
Default,core,46,32768,48.65
Default,core,46,65536,101.21
Default,core,46,131072,171.75
Default,core,46,262144,311.69
Default,core,46,524288,580.16
Default,core,46,1048576,1148.10
Default,core,47,1,2.74
Default,core,47,2,2.85
Default,core,47,4,2.99
Default,core,47,8,4.22
Default,core,47,16,3.76
Default,core,47,32,4.24
Default,core,47,64,4.92
Default,core,47,128,5.67
Default,core,47,256,7.21
Default,core,47,512,12.08
Default,core,47,1024,15.60
Default,core,47,2048,20.04
Default,core,47,4096,27.83
Default,core,47,8192,62.68
Default,core,47,16384,26.35
Default,core,47,32768,49.70
Default,core,47,65536,102.86
Default,core,47,131072,179.00
Default,core,47,262144,326.27
Default,core,47,524288,610.83
Default,core,47,1048576,1199.25
Default,core,48,1,2.88
Default,core,48,2,2.97
Default,core,48,4,3.13
Default,core,48,8,3.83
Default,core,48,16,3.86
Default,core,48,32,4.34
Default,core,48,64,4.90
Default,core,48,128,5.79
Default,core,48,256,7.22
Default,core,48,512,12.23
Default,core,48,1024,15.88
Default,core,48,2048,20.24
Default,core,48,4096,28.28
Default,core,48,8192,65.28
Default,core,48,16384,26.84
Default,core,48,32768,51.42
Default,core,48,65536,106.96
Default,core,48,131072,188.64
Default,core,48,262144,342.46
Default,core,48,524288,629.30
Default,core,48,1048576,1262.53
Default,socket,2,1,0.38
Default,socket,2,2,0.37
Default,socket,2,4,0.36
Default,socket,2,8,0.36
Default,socket,2,16,0.36
Default,socket,2,32,0.64
Default,socket,2,64,0.53
Default,socket,2,128,0.77
Default,socket,2,256,0.82
Default,socket,2,512,0.89
Default,socket,2,1024,1.01
Default,socket,2,2048,1.38
Default,socket,2,4096,2.08
Default,socket,2,8192,3.62
Default,socket,2,16384,6.75
Default,socket,2,32768,12.79
Default,socket,2,65536,24.52
Default,socket,2,131072,15.10
Default,socket,2,262144,25.43
Default,socket,2,524288,49.43
Default,socket,2,1048576,118.64
Default,socket,3,1,0.71
Default,socket,3,2,0.66
Default,socket,3,4,0.63
Default,socket,3,8,0.61
Default,socket,3,16,0.61
Default,socket,3,32,0.73
Default,socket,3,64,0.72
Default,socket,3,128,1.16
Default,socket,3,256,1.27
Default,socket,3,512,1.39
